      9073.52       0.0000000
      9080.03   1.5059467e-17
      9086.54   3.5500792e-17
      9093.05   3.7162836e-17
      9099.55   2.7614239e-17
      9106.06   3.2477108e-17
      9112.57   3.8065448e-17
      9119.08   3.9587830e-17
      9125.58   4.1461358e-17
      9132.09   3.4273397e-17
      9138.60   3.6638812e-17
      9145.11   3.6432770e-17
      9151.61   3.8530457e-17
      9158.12   3.5814293e-17
      9164.63   3.1400844e-17
      9171.14   3.5110000e-17
      9177.64   3.8419520e-17
      9184.15   2.7758393e-17
      9190.66   3.5833174e-17
      9197.17   4.1451047e-17
      9203.67   4.3304347e-17
      9210.18   4.3633772e-17
      9216.69   4.1039589e-17
      9223.20   3.8753964e-17
      9229.70   4.7279837e-17
      9236.21   4.1862678e-17
      9242.72   3.5849953e-17
      9249.23   3.2534142e-17
      9255.73   3.4347154e-17
      9262.24   3.5231563e-17
      9268.75   3.4187270e-17
      9275.26   3.5420355e-17
      9281.76   3.5912829e-17
      9288.27   3.6382992e-17
      9294.78   3.5580765e-17
      9301.29   3.5210233e-17
      9307.79   4.4990359e-17
      9314.30   4.1222896e-17
      9320.81   2.6544817e-17
      9327.32   3.3267157e-17
      9333.82   3.2173811e-17
      9340.33   3.1412995e-17
      9346.84   3.2555314e-17
      9353.34   4.1710973e-17
      9359.85   4.5543401e-17
      9366.36   3.8209200e-17
      9372.87   3.5145531e-17
      9379.37   5.1762600e-17
      9385.88   4.1561987e-17
      9392.39   4.2483839e-17
      9398.90   4.7530621e-17
      9405.40   4.2257128e-17
      9411.91   4.4719639e-17
      9418.42   4.1120434e-17
      9424.93   4.4165033e-17
      9431.43   4.0832914e-17
      9437.94   4.4280943e-17
      9444.45   4.5237776e-17
      9450.96   4.2093724e-17
      9457.46   3.9555465e-17
      9463.97   4.0861665e-17
      9470.48   5.2606292e-17
      9476.99   3.7657805e-17
      9483.49   3.9625820e-17
      9490.00   3.5245116e-17
      9496.51   2.9723857e-17
      9503.02   3.0338849e-17
      9509.52   3.6875491e-17
      9516.03   3.8800849e-17
      9522.54   5.0703975e-17
      9529.05   4.5883985e-17
      9535.55   4.7967579e-17
      9542.06   4.2337211e-17
      9548.57   4.6974687e-17
      9555.08   4.0259691e-17
      9561.58   4.1743936e-17
      9568.09   3.6252626e-17
      9574.60   3.5776515e-17
      9581.11   3.7983586e-17
