      9072.28   1.2418503e-18
      9078.79   5.3853332e-18
      9085.29   2.3149643e-18
      9091.79   1.2620657e-17
      9098.29   5.4398507e-18
      9104.80   5.9900245e-18
      9111.30   1.3819590e-17
      9117.80   1.1384656e-17
      9124.31   1.5295206e-17
      9130.81   6.4815538e-19
      9137.31   8.2554100e-18
      9143.82   1.0604411e-17
      9150.32   1.2036837e-17
      9156.82   1.4020513e-17
      9163.32   1.7370330e-17
      9169.83   1.1937715e-17
      9176.33   2.1225925e-18
      9182.83   6.3390245e-18
      9189.34   1.5251653e-17
      9195.84   1.7949333e-17
      9202.34   2.9399586e-18
      9208.85   6.4422024e-18
      9215.35   1.4598116e-18
      9221.85   3.8664242e-18
      9228.35   1.2208581e-17
      9234.86   1.1315052e-17
      9241.36   4.4150325e-18
      9247.86   6.6648038e-18
      9254.37   5.5074296e-18
      9260.87   3.4580911e-18
      9267.37   1.2602034e-17
      9273.88   2.2628982e-17
      9280.38   1.9225893e-17
      9286.88   9.3270446e-18
      9293.39   1.9548157e-17
      9299.89   9.9125098e-18
      9306.39   4.0881783e-18
      9312.89   5.0694579e-18
      9319.40   7.2932048e-18
      9325.90   1.4010309e-17
      9332.40   1.5338031e-17
      9338.91   1.7515819e-17
      9345.41   9.7994917e-18
      9351.91   3.5666645e-18
      9358.42   8.4830777e-18
      9364.92   1.3939560e-17
      9371.42   1.8288683e-17
      9377.92   1.1870218e-17
      9384.43   7.9949750e-18
      9390.93   1.3318652e-17
      9397.43   3.8326333e-18
      9403.94   2.9232941e-18
      9410.44   1.4491373e-18
      9416.94   1.9042276e-18
      9423.45   1.4557946e-17
      9429.95   1.0470251e-17
      9436.45   1.0489949e-18
      9442.96   1.0786738e-17
      9449.46   9.0468077e-18
      9455.96   1.5755997e-17
      9462.46   1.3036445e-17
      9468.97   1.4312806e-18
      9475.47   5.2469495e-18
      9481.97   6.3354505e-18
      9488.48   5.4312237e-18
      9494.98   7.9437643e-18
      9501.48   7.1232930e-18
      9507.99   1.5912590e-17
      9514.49   1.5570068e-17
      9520.99   8.2063296e-18
      9527.49   1.1235540e-17
      9534.00   1.1693389e-17
      9540.50   1.3663569e-17
      9547.00   6.6472885e-18
      9553.51   5.7007126e-18
      9560.01   3.2693359e-18
      9566.51   9.8882529e-18
      9573.02   8.3353868e-18
      9579.52   6.2205739e-18
      9586.02   1.1489356e-17
      9592.53   6.5857807e-18
      9599.03   1.2368338e-17
      9605.53   1.2774848e-17
