wave flux err
12854.0 3.466162746443969e-17 5.909080578441201e-19
12900.0 3.4728646737178065e-17 5.9096074370167095e-19
12946.0 3.4600912378518545e-17 5.87688711682867e-19
12992.0 3.44601012929331e-17 5.814575004238461e-19
13038.0 3.2849773046110666e-17 5.75645788694629e-19
13084.0 3.4285351883558214e-17 5.737307397736698e-19
13130.0 3.4633305836990404e-17 5.731178066708582e-19
13176.0 3.5004605446647817e-17 5.681317975626319e-19
13222.0 3.5193983332233953e-17 5.642615502912612e-19
13268.0 3.548136241006556e-17 5.607924661769484e-19
13314.0 3.595729200629055e-17 5.613090622186221e-19
13360.0 3.739539976029484e-17 5.615455337604515e-19
13406.0 3.81963121085311e-17 5.613061719023137e-19
13452.0 3.906798846491086e-17 5.575862000237472e-19
13498.0 3.996326426302699e-17 5.560058455052129e-19
13544.0 3.9335479359243886e-17 5.538542791565433e-19
13590.0 4.0221495486704405e-17 5.555115932075365e-19
13636.0 4.0776376078072695e-17 5.571691708203757e-19
13682.0 4.162491875426781e-17 5.5997750102511975e-19
13728.0 4.253319446277734e-17 5.595289888383261e-19
13774.0 4.256016174077019e-17 5.657263468502438e-19
13820.0 4.303950541999288e-17 6.560639860829593e-19
13866.0 4.2106725918976633e-17 6.51229033442287e-19
13912.0 4.387130465832636e-17 5.63406991012465e-19
13958.0 4.412988471921842e-17 5.658353593013158e-19
14004.0 4.2862891752108134e-17 5.669519123882297e-19
14050.0 4.388047930503842e-17 5.606139416336528e-19
14096.0 4.3978861740478474e-17 5.549782723997039e-19
14142.0 4.2416757867554706e-17 5.512442842546892e-19
14188.0 4.188281759556193e-17 5.499329788117631e-19
14234.0 4.1300187037690874e-17 5.502444755093806e-19
14280.0 4.279707677245073e-17 5.477205660845004e-19
14326.0 4.0151862479010143e-17 5.585003816618859e-19
14372.0 4.0200965990352433e-17 5.373572452433642e-19
14418.0 4.041878711203287e-17 5.353657219950286e-19
14464.0 4.0007676736762863e-17 5.385218969911168e-19
14510.0 3.912327748237388e-17 5.39785960877293e-19
14556.0 3.6568068718140637e-17 5.656499765355103e-19
14602.0 3.761939881390877e-17 5.367430572297856e-19
14648.0 3.7232462716409436e-17 5.392701526109514e-19
14694.0 3.7402291982960535e-17 5.394319226888048e-19
14740.0 3.506201711302868e-17 5.736456796663604e-19
14786.0 3.656671014082085e-17 5.449236402867457e-19
14832.0 3.7302207273679437e-17 5.449799718564747e-19
14878.0 3.6112049094739646e-17 5.371918718985527e-19
14924.0 3.7732415429082223e-17 5.46802514055892e-19
14970.0 3.489401278343619e-17 5.68777735836848e-19
15016.0 3.777809447240965e-17 5.364885984856503e-19
15062.0 3.655818405149833e-17 5.539734272165737e-19
15108.0 3.790465360198281e-17 5.3753630475432925e-19
15154.0 3.6991285315758884e-17 6.511742133301722e-19
15200.0 3.863558852040411e-17 5.393870679744329e-19
15246.0 3.940881127685898e-17 6.329422550706127e-19
15292.0 3.695426450034279e-17 5.408108303271477e-19
15338.0 3.779101497908775e-17 5.730718892059518e-19
15384.0 3.796206487893601e-17 5.427794167087371e-19
15430.0 3.759705594168764e-17 5.747679514479341e-19
15476.0 3.78748097892987e-17 5.479794659943133e-19
15522.0 3.562974559214877e-17 5.749708324927052e-19
15568.0 3.865673981961832e-17 5.496359894287373e-19
15614.0 3.7872619517255795e-17 5.579810291658292e-19
15660.0 3.9458210899731497e-17 5.520818767063794e-19
15706.0 3.8970902744555964e-17 5.596187453866575e-19
15752.0 3.936822853119404e-17 5.487947291887122e-19
15798.0 3.854156138158477e-17 5.450321908369804e-19
15844.0 3.774377024361194e-17 5.501954025653556e-19
15890.0 3.6151373806068787e-17 5.505705209425934e-19
15936.0 3.626519454885451e-17 5.516847642220367e-19
15982.0 3.683418235033017e-17 5.522713453463486e-19
16028.0 3.628134073480083e-17 5.498935108864179e-19
16074.0 3.441447396968964e-17 5.479709546598016e-19
16120.0 3.408420145014683e-17 5.505714030861623e-19
16166.0 3.369775654739467e-17 5.493355491932608e-19
16212.0 3.312716009372133e-17 5.53142692272787e-19
16258.0 3.283187113971178e-17 5.537462625910869e-19
16304.0 3.130020560056916e-17 5.58049067096126e-19
16350.0 3.180586657327989e-17 5.584655595704576e-19
16396.0 3.142936332437861e-17 5.522317286592468e-19
16442.0 3.1755526331820236e-17 5.500266118838426e-19
16488.0 3.0906525677366e-17 5.467141466360055e-19
16534.0 2.986191697743829e-17 5.582298643351808e-19
16580.0 2.7130510053303156e-17 5.7326677716893e-19
16626.0 2.5804567144756356e-17 6.208138205301338e-19
16672.0 2.4578341876828324e-17 9.586028243239783e-19
16718.0 2.405266442054085e-17 7.610124998420937e-19
16764.0 2.0483756940978012e-17 9.296933142313044e-19
16810.0 1.647829855115667e-17 1.1837006748115743e-18
16856.0 1.5524689928220832e-17 1.552696297398196e-18
16902.0 1.5668295107285338e-17 2.179616000820091e-18
16948.0 1.5895110400943596e-17 2.6803745315747688e-18
16994.0 9.43916060075987e-18 3.5446828234348256e-18
17040.0 1.2158101503972696e-17 4.528670517588936e-18
17086.0 6.963776676157392e-18 5.727819627822103e-18
17132.0 5.0016258657539885e-18 8.180303552787363e-18
17178.0 -8.247081736642103e-18 1.1666912208000612e-17
17224.0 0.0 0.0
17270.0 0.0 0.0
