wave flux err
8804.0 2.355575210281369e-17 2.3844956595626463e-18
8827.0 2.0166921220456003e-17 2.3901193410406128e-18
8850.0 2.1650508365169925e-17 2.331334212420302e-18
8873.0 2.155120404566504e-17 2.2703622744854866e-18
8896.0 2.5539982677931332e-17 2.2458063411110126e-18
8919.0 2.138272045102021e-17 2.2188315679824926e-18
8942.0 2.1184623838102666e-17 2.193186668754946e-18
8965.0 2.3970463634784665e-17 3.067458534197816e-18
8988.0 1.9819156110822033e-17 2.1373336831746092e-18
9011.0 1.6564827779975596e-17 2.106647785524956e-18
9034.0 2.017936312436516e-17 2.1182039224745227e-18
9057.0 2.107290184506054e-17 2.131179777473644e-18
9080.0 2.1840938748622194e-17 2.099080847030658e-18
9103.0 2.185561001831797e-17 2.0721477775112003e-18
9126.0 1.9451719347226598e-17 2.032048411865264e-18
9149.0 1.879857452291825e-17 2.0213680498407348e-18
9172.0 1.87168531463617e-17 2.7860432317936143e-18
9195.0 1.9771831218205438e-17 1.9662870770087494e-18
9218.0 2.11671687041753e-17 1.950504481392817e-18
9241.0 1.8641891469565336e-17 1.9527624005226984e-18
9264.0 2.1173258790370973e-17 1.8974527552802348e-18
9287.0 2.3783648496450763e-17 1.9028215833346724e-18
9310.0 2.40917262825481e-17 1.900961021422908e-18
9333.0 2.186783727567458e-17 1.8935388291904652e-18
9356.0 2.1699543200434688e-17 2.6240625328373944e-18
9379.0 2.2801021084417745e-17 1.8520396231559586e-18
9402.0 2.1520560572637087e-17 1.827880347666659e-18
9425.0 2.5779582147930523e-17 1.8620588645995193e-18
9448.0 2.54414606554248e-17 1.7953837262537167e-18
9471.0 1.9689617995066175e-17 1.795693249134887e-18
9494.0 2.0214217531697154e-17 1.7490309334659355e-18
9517.0 2.2763906208154514e-17 1.7741364028945605e-18
9540.0 2.314254314640375e-17 1.9754052645677426e-18
9563.0 2.1043493133340745e-17 2.09454132297693e-18
9586.0 2.2007017932295203e-17 1.7232210103798447e-18
9609.0 2.3623509296161992e-17 1.715181504889848e-18
9632.0 2.1557146614544585e-17 1.7241915520626989e-18
9655.0 2.3033428186221776e-17 1.7179953792487803e-18
9678.0 2.4419225211695537e-17 1.723851992159005e-18
9701.0 2.28310900236328e-17 1.6964562189339519e-18
9724.0 1.961556477502346e-17 1.9725298706304944e-18
9747.0 2.4097951679363305e-17 1.947066732604048e-18
9770.0 2.474023647645186e-17 1.656960600723934e-18
9793.0 2.1808754530540247e-17 1.6865295305360298e-18
9816.0 2.4582497570002174e-17 1.6479085330361504e-18
9839.0 2.336340438348222e-17 1.6642532239888506e-18
9862.0 2.548220384810681e-17 1.6412788919928608e-18
9885.0 2.3718363376378557e-17 1.642531051702573e-18
9908.0 2.586588529399923e-17 1.6412371896339366e-18
9931.0 2.5272029282363155e-17 2.3403816075800798e-18
9954.0 2.4978779593618803e-17 1.6217566144982762e-18
9977.0 2.7632203808749894e-17 1.6123582487647408e-18
10000.0 2.306827454427591e-17 1.5927182065936287e-18
10023.0 2.3250496393994142e-17 1.5770001490115893e-18
10046.0 2.410160508634096e-17 1.5697971774960441e-18
10069.0 2.566273422925468e-17 1.5748236876256758e-18
10092.0 2.829643106228939e-17 1.579925567166e-18
10115.0 2.321221707865216e-17 2.2341511241476864e-18
10138.0 2.5468536341017396e-17 1.5758621391280898e-18
10161.0 2.5636217249870495e-17 1.5716611833780543e-18
10184.0 2.3461916039696323e-17 1.5571615069044847e-18
10207.0 2.7496163530204805e-17 1.556516254053053e-18
10230.0 2.503302885642265e-17 1.5384022451861894e-18
10253.0 2.456346413072772e-17 1.5281997971663987e-18
10276.0 2.534197668060639e-17 1.5136469797999404e-18
10299.0 2.6403132479574445e-17 1.4964292216169943e-18
10322.0 2.6440592900041274e-17 2.1115810788803867e-18
10345.0 2.585970933745484e-17 1.4835388106998484e-18
10368.0 2.6102763170766015e-17 1.4886635207254939e-18
10391.0 2.704305973804525e-17 1.4899148229906733e-18
10414.0 2.7224810600427764e-17 1.4814788893923673e-18
10437.0 2.5735158055648538e-17 1.4814181142227205e-18
10460.0 2.7248291623218835e-17 1.4821847233071963e-18
10483.0 2.601613185837794e-17 1.708552917580356e-18
10506.0 2.654330784007707e-17 1.7173874867972523e-18
10529.0 2.6815257727720743e-17 1.5001662524768191e-18
10552.0 2.9606582708367816e-17 1.510476867646546e-18
10575.0 2.7512577330656885e-17 1.4987020370153938e-18
10598.0 2.6513952808890134e-17 1.5178363400360298e-18
10621.0 2.7015374452855382e-17 1.4859722042010634e-18
10644.0 2.824393566602876e-17 1.4809416795694039e-18
10667.0 2.8243010309691955e-17 1.4599679956984867e-18
10690.0 2.250911371947356e-17 1.7177241555675397e-18
10713.0 2.869624625524709e-17 1.6844989605269977e-18
10736.0 2.6830926167153883e-17 1.449439799058155e-18
10759.0 2.943592978731074e-17 1.459358840914451e-18
10782.0 3.0118417669959384e-17 1.4595468062685244e-18
10805.0 3.035663531852951e-17 1.453324505742847e-18
10828.0 3.3317319221963345e-17 1.4538132037075804e-18
10851.0 2.790599949607421e-17 1.4641368656273805e-18
10874.0 3.117436889622653e-17 1.6689435558785784e-18
10897.0 2.972143666382201e-17 1.6568830999848224e-18
10920.0 2.6023363143625663e-17 1.4312869137879216e-18
10943.0 2.7122194215462573e-17 1.4275843132210515e-18
10966.0 3.136840441509991e-17 1.433431042306902e-18
10989.0 3.0555297886780246e-17 1.4363399087754437e-18
11012.0 2.946540653292647e-17 1.4436321063529118e-18
11035.0 3.187640800153937e-17 1.4364477398942751e-18
11058.0 3.014705170889389e-17 1.438171176212942e-18
11081.0 3.0182538821352096e-17 2.026047445586979e-18
11104.0 3.0450485703659576e-17 1.4340521432801888e-18
11127.0 3.092818199449262e-17 1.440108343280096e-18
11150.0 2.9888285008461844e-17 1.442230720493996e-18
11173.0 3.2992838492789863e-17 1.4441910202764855e-18
11196.0 3.34953833065032e-17 1.4409660258126267e-18
11219.0 3.256314733724649e-17 1.4425887102218751e-18
11242.0 3.1384751325703615e-17 1.4330360691705533e-18
11265.0 2.84014954068315e-17 2.0125182750678015e-18
11288.0 3.285794494215476e-17 1.4324529831288297e-18
11311.0 2.904473662751716e-17 1.4145320880341315e-18
11334.0 3.238661838561416e-17 1.420732870647571e-18
11357.0 2.91667223572832e-17 1.4317083077485208e-18
11380.0 2.7889790393557303e-17 1.534093233060084e-18
