wave flux err
8827.0 4.8086130080190536e-17 1.9549914070427713e-18
8850.0 4.405071567409722e-17 1.8753259276177244e-18
8873.0 4.678074210961143e-17 1.8440840731204912e-18
8896.0 4.2944917080803916e-17 1.816072978886606e-18
8919.0 4.4218255288644045e-17 1.7988340981130216e-18
8942.0 4.3111304345259024e-17 1.782724161144508e-18
8965.0 4.451399966502236e-17 2.4935887908481784e-18
8988.0 4.548206605048394e-17 1.7431645920175236e-18
9011.0 4.300600782451408e-17 1.7194102293135623e-18
9034.0 4.5668108305484016e-17 1.725572416310804e-18
9057.0 4.240712441569886e-17 1.7217184040283082e-18
9080.0 4.2349364775471436e-17 1.7070292359717237e-18
9103.0 4.1505318744654025e-17 1.679804832653148e-18
9126.0 4.234346097956904e-17 1.6486469654301345e-18
9149.0 4.4792714244320225e-17 1.6650831080139882e-18
9172.0 4.405496264148327e-17 2.2676769722029067e-18
9195.0 4.538313649068269e-17 1.6034481195928684e-18
9218.0 4.231592357889711e-17 1.578944972402585e-18
9241.0 4.081718612125894e-17 1.6271179084370621e-18
9264.0 4.574359534776726e-17 1.548099969560072e-18
9287.0 4.926830282769178e-17 1.5492995701486355e-18
9310.0 4.411289086008069e-17 1.53978038335797e-18
9333.0 4.5400621501228305e-17 1.5460785520257127e-18
9356.0 4.8405088868260514e-17 2.163019065991207e-18
9379.0 4.6684626916881464e-17 1.5124200371779712e-18
9402.0 4.855011124581493e-17 1.502209502270268e-18
9425.0 5.038683034906697e-17 1.5363593659450254e-18
9448.0 4.7924269780846015e-17 1.4717702100797692e-18
9471.0 4.9716819408115737e-17 1.4886004825833622e-18
9494.0 4.6735255854367416e-17 1.4397289854964096e-18
9517.0 5.189884042999849e-17 1.4619394059811818e-18
9540.0 5.220809539616537e-17 1.6393243037394069e-18
9563.0 4.8429789093022816e-17 1.7507804417108226e-18
9586.0 5.176900928999945e-17 1.4196280439138264e-18
9609.0 5.0101378415914567e-17 1.4104529239195516e-18
9632.0 4.710642650109807e-17 1.4491596801164924e-18
9655.0 5.1874597210450654e-17 1.4030823957438667e-18
9678.0 4.6383073799483546e-17 1.441225089339604e-18
9701.0 5.3285091846991384e-17 1.39301212997399e-18
9724.0 5.536591398027658e-17 1.6492932595436009e-18
9747.0 5.487089857566296e-17 1.5973342251415296e-18
9770.0 5.494952312788931e-17 1.3686549330084466e-18
9793.0 5.634870137314977e-17 1.4001035156265499e-18
9816.0 5.4123891080367505e-17 1.3588303894613273e-18
9839.0 5.437890430727097e-17 1.3675755886756015e-18
9862.0 5.5457588478997426e-17 1.3553445821368573e-18
9885.0 5.771671798021825e-17 1.3592452726793972e-18
9908.0 5.773388104723459e-17 1.356839252869469e-18
9931.0 5.699364721945021e-17 1.920658164173354e-18
9954.0 5.641379021679547e-17 1.3399304172964583e-18
9977.0 6.20146193559037e-17 1.336876479096196e-18
10000.0 6.058648622748601e-17 1.3192108122800626e-18
10023.0 6.245484318182933e-17 1.311033125365337e-18
10046.0 5.786489499547587e-17 1.2965867114651794e-18
10069.0 6.043839686181685e-17 1.304753412539513e-18
10092.0 6.357091447988665e-17 1.3091441731873194e-18
10115.0 6.020672718344079e-17 1.845372327302795e-18
10138.0 6.309523616711983e-17 1.3047387771612633e-18
10161.0 6.18622597095729e-17 1.2951080879911917e-18
10184.0 6.015845101873616e-17 1.2857047223977496e-18
10207.0 6.019089967455027e-17 1.2797714306003443e-18
10230.0 6.219202762645948e-17 1.2735315220983866e-18
10253.0 6.24599005581501e-17 1.2603179484916022e-18
10276.0 6.370918837806738e-17 1.256483289279065e-18
10299.0 6.367499483894107e-17 1.2337501253508066e-18
10322.0 6.6485359428175e-17 1.7403043229514727e-18
10345.0 6.37242229936199e-17 1.2236231792687392e-18
10368.0 6.499222413606138e-17 1.230124948871037e-18
10391.0 6.696006583454817e-17 1.2275654054057129e-18
10414.0 6.380681676844895e-17 1.2188911556561174e-18
10437.0 6.76871187009509e-17 1.2189681918394623e-18
10460.0 6.836341934480012e-17 1.2220712944528395e-18
10483.0 6.664597779872721e-17 1.4140534415952492e-18
10506.0 6.912537046575891e-17 1.4209758327622336e-18
10529.0 6.974397878793397e-17 1.2382562671968297e-18
10552.0 7.160352239431078e-17 1.250318211297289e-18
10575.0 7.008257379706498e-17 1.2545810685275615e-18
10598.0 7.125906679048803e-17 1.2826378124415037e-18
10621.0 7.234702682695498e-17 1.2409991699430933e-18
10644.0 7.170320822402569e-17 1.2330645630720949e-18
10667.0 7.104380553722293e-17 1.2189111362902563e-18
10690.0 6.833856827570318e-17 1.8465570973219386e-18
10713.0 7.19899590701422e-17 1.216649282376023e-18
10736.0 7.191523050304709e-17 1.2171055727574366e-18
10759.0 7.180739078000566e-17 1.218818727344398e-18
10782.0 7.329200761608353e-17 1.22457929017804e-18
10805.0 7.257879009736498e-17 1.2191991619764924e-18
10828.0 7.18354902658383e-17 1.2170758508384817e-18
10851.0 7.408671248932094e-17 1.2503281116856526e-18
10874.0 7.397924763574993e-17 1.7007185317165066e-18
10897.0 7.270635638633134e-17 1.2064494389018555e-18
10920.0 7.235634927025487e-17 1.203290935229159e-18
10943.0 7.254134907030184e-17 1.203623824098593e-18
10966.0 7.24137753062152e-17 1.2016193965214236e-18
10989.0 7.03760266580056e-17 1.2057886362135435e-18
11012.0 7.123547797106712e-17 1.2087704089416814e-18
11035.0 7.476866828851447e-17 1.2104704521294755e-18
11058.0 7.179250617836936e-17 1.2077077842138947e-18
11081.0 7.074325583288501e-17 1.7016030836879384e-18
11104.0 7.411395935812858e-17 1.208246287468812e-18
11127.0 7.210698914816871e-17 1.2071073231445544e-18
11150.0 7.187910203525413e-17 1.2093000628551246e-18
11173.0 6.894419253808e-17 1.2060021091086535e-18
11196.0 6.978320887708634e-17 1.2013231530221068e-18
11219.0 6.993734877469498e-17 1.2065857405758593e-18
11242.0 6.841879199581451e-17 1.196764875674311e-18
11265.0 6.784249271870612e-17 1.6745532241905809e-18
11288.0 6.972099045575393e-17 1.1799076503326674e-18
11311.0 6.530336278725476e-17 1.1651080974252199e-18
11334.0 6.50774296133111e-17 1.155275376252218e-18
11357.0 6.046056940680932e-17 1.166197704745527e-18
11380.0 5.913785191799525e-17 1.2500873159087577e-18
