wave flux err
15062.0 4.358796481925646e-18 5.961333384417135e-19
15108.0 3.4354494435519986e-18 5.967671389203701e-19
15154.0 4.442084664242095e-18 5.998316201369739e-19
15200.0 3.955101375650642e-18 5.976491972979024e-19
15246.0 4.27198359066685e-18 6.004374213942469e-19
15292.0 4.2006567782035294e-18 5.930845563154094e-19
15338.0 3.4131429573237846e-18 6.079152297213128e-19
15384.0 2.3902368107451963e-18 5.910718865490236e-19
15430.0 4.218759626672873e-18 6.105680079619029e-19
15476.0 4.361141290110773e-18 5.990244675050303e-19
15522.0 3.103817588496602e-18 6.067679723690321e-19
15568.0 5.801121901323771e-18 5.992779008807585e-19
15614.0 3.982463006161549e-18 6.039732802499005e-19
15660.0 5.316875564581828e-18 5.996793185245052e-19
15706.0 5.700650809402177e-18 6.075388807394077e-19
15752.0 5.5240623903789306e-18 5.957074750159911e-19
15798.0 5.403406251136501e-18 5.946997831935659e-19
15844.0 6.230453856576668e-18 5.957332435576901e-19
15890.0 5.269153373999493e-18 5.966777352233372e-19
15936.0 5.051782315554126e-18 6.902206616245821e-19
15982.0 5.526863942870444e-18 6.917830021045117e-19
16028.0 5.851586450311694e-18 6.008960284121748e-19
16074.0 7.39168440275131e-18 6.018357057111911e-19
16120.0 5.14222087766853e-18 5.998813457253946e-19
16166.0 6.02986951376585e-18 6.026546769880567e-19
16212.0 6.060815758520442e-18 6.076857004611014e-19
16258.0 6.600532323511304e-18 6.11505368195077e-19
16304.0 5.906832875507231e-18 6.166463384666529e-19
16350.0 6.8667213085196986e-18 6.201625904729549e-19
16396.0 6.4366029406533294e-18 6.226111369020164e-19
16442.0 6.481263034007559e-18 6.214349449747447e-19
16488.0 6.629366580683447e-18 6.247956847918326e-19
16534.0 6.064861206208809e-18 6.331097483793929e-19
16580.0 6.5247750563508975e-18 6.560566274986848e-19
16626.0 6.783164661624395e-18 6.959222721066442e-19
16672.0 6.990630642204943e-18 7.729507327069777e-19
16718.0 6.835113552137093e-18 9.011829507454328e-19
16764.0 7.943488122169311e-18 1.0974663485226518e-18
16810.0 9.822484406324397e-18 1.3893265677714153e-18
16856.0 6.669795179289253e-18 1.781281106987131e-18
16902.0 1.0276433656622991e-17 2.3203512680916173e-18
16948.0 1.2886218127618927e-17 2.8955644473131294e-18
16994.0 1.5319539707541783e-17 3.559022389025946e-18
17040.0 9.033526534730778e-18 4.45377881918719e-18
17086.0 1.6331398219919968e-17 5.632503680756365e-18
17132.0 1.547205702995833e-17 7.075190510785437e-18
17178.0 8.05347821964884e-18 9.289161823953118e-18
17224.0 1.2830644495418207e-17 1.4792863358743872e-17
17270.0 0.0 0.0
