#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
3292.97472017	1.76808522365e-17	1.76808522365e-17	5.25109261365e-17
3293.17275439	1.77777697575e-17	1.77777697575e-17	5.18503370088e-17
3293.37078862	1.77773332206e-17	1.77773332206e-17	5.12302104582e-17
3293.56882285	1.77768969572e-17	1.77768969572e-17	5.23383925809e-17
3293.76685708	1.76791161944e-17	1.76791161944e-17	5.2429608834e-17
3293.96489129	1.13693635903e-17	1.13693635903e-17	5.12225365771e-17
3294.16292552	1.13690850846e-17	1.13690850846e-17	5.32575747091e-17
3294.36095975	1.13688067535e-17	1.13688067535e-17	5.07555513521e-17
3294.55899398	8.7394010116e-18	8.7394010116e-18	5.15962623485e-17
3294.7570282	5.92187152777e-18	5.92187152777e-18	5.0807767844e-17
3294.95506243	5.92172681369e-18	5.92172681369e-18	5.18196911476e-17
3295.15408683	5.92158146737e-18	5.92158146737e-18	5.12972606752e-17
3295.35212105	8.73854596709e-18	8.73854596709e-18	5.1167513304e-17
3295.55015528	1.1367139038e-17	1.1367139038e-17	5.03769603574e-17
3295.74818951	1.77721138921e-17	1.77721138921e-17	5.01436086443e-17
3295.94622374	1.77716808981e-17	1.77716808981e-17	5.10524515144e-17
3296.14425796	1.77712481753e-17	1.77712481753e-17	5.18822192772e-17
3296.34229219	1.88254234111e-17	1.88254234111e-17	5.00801560387e-17
3296.54032642	1.77703835428e-17	1.77703835428e-17	4.9297931126e-17
3296.73836065	1.13654789669e-17	1.13654789669e-17	4.94239656513e-17
3296.93639488	1.13652028947e-17	1.13652028947e-17	4.90643830785e-17
3297.13442909	1.13649269954e-17	1.13649269954e-17	4.91236558712e-17
3297.33246332	1.1364651269e-17	1.1364651269e-17	4.83446744206e-17
3297.53049755	1.13643757152e-17	1.13643757152e-17	4.9794191295e-17
3297.72853178	8.73599684528e-18	8.73599684528e-18	5.05033406798e-17
3297.926566	1.13638251255e-17	1.13638251255e-17	5.14199094795e-17
3298.12460023	1.13635500892e-17	1.13635500892e-17	5.05653444564e-17
3298.32263446	1.13632752252e-17	1.13632752252e-17	5.10981706065e-17
3298.52066869	1.77660765963e-17	1.77660765963e-17	5.07534359664e-17
3298.71870292	1.88199483569e-17	1.88199483569e-17	4.90983588852e-17
3298.91673714	2.13061762532e-17	2.13061762532e-17	4.80190944311e-17
3299.11477137	2.13056621351e-17	2.13056621351e-17	4.87747760239e-17
3299.31280559	1.88185860133e-17	1.88185860133e-17	4.83456981669e-17
3299.51083982	1.88181324675e-17	1.88181324675e-17	4.82488820857e-17
3299.70887405	1.88176792057e-17	1.88176792057e-17	4.61590887234e-17
3299.90690827	2.13036088805e-17	2.13036088805e-17	5.00761040417e-17
3300.1049425	2.13030963703e-17	2.13030963703e-17	4.98061757626e-17
3300.30297673	2.1302584181e-17	2.1302584181e-17	5.02919323924e-17
3300.50101096	2.37981935119e-17	2.37981935119e-17	4.83777377406e-17
3300.69904519	2.13015607645e-17	2.13015607645e-17	4.98154329233e-17
3300.89806958	2.13010469815e-17	2.13010469815e-17	4.77557638615e-17
3301.09610381	2.37964772627e-17	2.37964772627e-17	4.90712360146e-17
3301.29413804	2.37959068474e-17	2.37959068474e-17	4.8734988302e-17
3301.49217227	2.37953367893e-17	2.37953367893e-17	4.77368637067e-17
3301.6902065	2.1299005276e-17	2.1299005276e-17	4.81503825524e-17
3301.88824072	2.12984956483e-17	2.12984956483e-17	4.91243411522e-17
3302.08627495	2.12979863397e-17	2.12979863397e-17	4.79276129954e-17
3302.28430917	2.12974773498e-17	2.12974773498e-17	4.86189981186e-17
3302.4823434	2.12969686786e-17	2.12969686786e-17	4.93333024756e-17
3302.68037763	2.37919239273e-17	2.37919239273e-17	4.71104789203e-17
3302.87841185	2.37913563626e-17	2.37913563626e-17	4.84390611909e-17
3303.07644608	2.12954445746e-17	2.12954445746e-17	4.7702921755e-17
3303.27448031	2.05166746793e-17	2.05166746793e-17	4.61164446688e-17
3303.47251454	2.12944300945e-17	2.12944300945e-17	4.74192318175e-17
3303.67054877	2.37890896535e-17	2.37890896535e-17	4.73334234658e-17
3303.868583	2.37885238625e-17	2.37885238625e-17	4.62290647616e-17
3304.06661723	2.37879584256e-17	2.37879584256e-17	4.6912918023e-17
3304.26465145	2.37873933425e-17	2.37873933425e-17	4.57362643583e-17
3304.46268567	2.37868286129e-17	2.37868286129e-17	4.4180131836e-17
3304.6607199	2.37862642366e-17	2.37862642366e-17	4.64065232109e-17
3304.85875413	2.40249666285e-17	2.40249666285e-17	4.62611640085e-17
3305.05678836	2.40243972881e-17	2.40243972881e-17	4.51912162238e-17
3305.25482259	2.40238283038e-17	2.40238283038e-17	4.42314809321e-17
3305.45285682	2.40232596754e-17	2.40232596754e-17	4.59030072082e-17
3305.65089104	2.37834476467e-17	2.37834476467e-17	4.34903189355e-17
3305.84892527	2.12883698093e-17	2.12883698093e-17	4.39289869709e-17
3306.0469595	2.05098627386e-17	2.05098627386e-17	4.39725310252e-17
3306.24499373	2.00041717556e-17	2.00041717556e-17	4.594425053e-17
3306.44302796	1.92974324234e-17	1.92974324234e-17	4.41781703381e-17
3306.64106218	2.0003227925e-17	2.0003227925e-17	4.51682417088e-17
3306.84008658	2.01997153503e-17	2.01997153503e-17	4.71084068507e-17
3307.03812081	2.05074419116e-17	2.05074419116e-17	4.6598796615e-17
3307.23615504	2.05069591374e-17	2.05069591374e-17	4.46747879382e-17
3307.43418927	2.0506476665e-17	2.0506476665e-17	4.36065160686e-17
3307.63222349	2.05059944942e-17	2.05059944942e-17	4.46423557801e-17
3307.83025772	2.40164609838e-17	2.40164609838e-17	4.47594226714e-17
3308.02829195	2.05050310563e-17	2.05050310563e-17	4.29641561722e-17
3308.22632618	2.01963908765e-17	2.01963908765e-17	4.28433585641e-17
3308.4243604	2.01959171381e-17	2.01959171381e-17	4.50673939585e-17
3308.62239463	1.99985240926e-17	1.99985240926e-17	4.43673011347e-17
3308.82042886	1.92919875666e-17	1.92919875666e-17	4.33961765176e-17
3309.01846309	1.92915358582e-17	1.92915358582e-17	4.23085103404e-17
3309.21649732	1.92910844319e-17	1.92910844319e-17	4.4389590813e-17
3309.41453155	1.92906332876e-17	1.92906332876e-17	4.50242077346e-17
3309.61256578	1.92901824251e-17	1.92901824251e-17	4.53755718183e-17
3309.8106	1.9289731844e-17	1.9289731844e-17	4.37323746093e-17
3310.00863423	1.92892815444e-17	1.92892815444e-17	4.3736252531e-17
3310.20666846	1.99947840106e-17	1.99947840106e-17	4.29134330647e-17
3310.40470268	1.99943178131e-17	1.99943178131e-17	4.24008040057e-17
3310.60273691	1.79934546912e-17	1.79934546912e-17	4.08279157992e-17
3310.80077114	1.79930356606e-17	1.79930356606e-17	4.18535037827e-17
3310.99880537	1.04223917962e-17	1.04223917962e-17	4.21244862259e-17
3311.1968396	7.90187737396e-18	7.90187737396e-18	4.11208584488e-17
3311.39487383	7.90169368691e-18	7.90169368691e-18	4.3726282449e-17
3311.59290806	7.90151011448e-18	7.90151011448e-18	4.41841480528e-17
3311.79094229	7.90132665656e-18	7.90132665656e-18	4.29928727405e-17
3311.98897651	7.90114331308e-18	7.90114331308e-18	4.308948819e-17
3312.18701074	2.15515155637e-18	2.15515155637e-18	4.19017129697e-17
3312.38504497	5.36519307218e-18	5.36519307218e-18	4.34064141784e-17
3312.5830792	7.90059396843e-18	7.90059396843e-18	4.24331774786e-17
3312.78210359	7.90041016773e-18	7.90041016773e-18	4.21154098637e-17
3312.98013782	7.90022739575e-18	7.90022739575e-18	4.31492888152e-17
3313.17817205	8.02319212771e-18	8.02319212771e-18	4.1614836098e-17
3313.37620628	8.02300673799e-18	8.02300673799e-18	4.2123503081e-17
3313.57424051	7.8996797631e-18	7.8996797631e-18	4.04596829298e-17
3313.77227474	7.89949744637e-18	7.89949744637e-18	4.17685798782e-17
3313.97030897	8.02245126173e-18	8.02245126173e-18	4.29138830847e-17
3314.1683432	1.1667913648e-17	1.1667913648e-17	4.27669574463e-17
3314.36637743	1.21249544648e-17	1.21249544648e-17	4.21429711023e-17
3314.56441166	1.22648022434e-17	1.22648022434e-17	4.14203071965e-17
3314.76244589	1.41005248073e-17	1.41005248073e-17	4.11812790138e-17
3314.96048011	1.41002005508e-17	1.41002005508e-17	4.09230124249e-17
3315.15851434	1.40998764962e-17	1.40998764962e-17	4.2038146339e-17
3315.35654857	1.22636744517e-17	1.22636744517e-17	3.94885545812e-17
3315.5545828	1.21232821044e-17	1.21232821044e-17	3.97583807778e-17
3315.75261703	1.21230039846e-17	1.21230039846e-17	3.88538276989e-17
3315.95065126	1.2122726038e-17	1.2122726038e-17	4.14878461853e-17
3316.14868548	1.22625494656e-17	1.22625494656e-17	4.10337467118e-17
3316.34671971	1.40979363997e-17	1.40979363997e-17	4.12321537805e-17
3316.54475394	1.79809947027e-17	1.79809947027e-17	4.11028275003e-17
3316.74278817	1.79805834359e-17	1.79805834359e-17	3.94909204595e-17
3316.9408224	1.79801724248e-17	1.79801724248e-17	3.88426303059e-17
3317.13885662	1.79797616694e-17	1.79797616694e-17	3.722262621e-17
3317.33689085	1.94739048109e-17	1.94739048109e-17	3.87407116884e-17
3317.53492508	1.9473460464e-17	1.9473460464e-17	3.83023173618e-17
3317.73295931	1.94730163932e-17	1.94730163932e-17	3.93568251883e-17
3317.93099354	1.79781211994e-17	1.79781211994e-17	4.03599950894e-17
