#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
3267.89368553	0.0	0.0	2.41327187567e-17
3268.09171975	0.0	0.0	2.35670276318e-17
3268.28975398	0.0	0.0	2.36068426e-17
3268.4877882	0.0	0.0	2.341880788e-17
3268.68582243	0.0	0.0	2.34265665308e-17
3268.88385665	0.0	0.0	2.33702118715e-17
3269.08189088	0.0	0.0	2.4086303424e-17
3269.2799251	0.0	0.0	2.29157492242e-17
3269.4789495	0.0	0.0	2.39248827186e-17
3269.67698372	0.0	0.0	2.33157698781e-17
3269.87501795	0.0	0.0	2.36430586238e-17
3270.07305217	0.0	0.0	2.34990912873e-17
3270.2710864	0.0	0.0	2.28126303872e-17
3270.46912062	0.0	0.0	2.33692415208e-17
3270.66715484	0.0	0.0	2.31981424244e-17
3270.86518906	0.0	0.0	2.39390853727e-17
3271.06322329	0.0	0.0	2.3798841198e-17
3271.26125751	0.0	0.0	2.38114561752e-17
3271.45929174	0.0	0.0	2.41673658641e-17
3271.65732596	0.0	0.0	2.40395795714e-17
3271.85536019	-7.21673031574e-20	-7.21673031574e-20	2.39994454789e-17
3272.05339441	-2.93486616979e-19	-2.93486616979e-19	2.35778463333e-17
3272.25142864	-2.93478934855e-19	-2.93478934855e-19	2.36608809646e-17
3272.44946286	-2.93471257499e-19	-2.93471257499e-19	2.39408592445e-17
3272.64749709	-2.9346358491e-19	-2.9346358491e-19	2.43225756576e-17
3272.84553132	-2.93455917085e-19	-2.93455917085e-19	2.39845839104e-17
3273.04356553	-2.74091941661e-18	-2.74091941661e-18	2.37069948959e-17
3273.24159976	-2.74084788512e-18	-2.74084788512e-18	2.39769454938e-17
3273.43963398	-2.93615238286e-18	-2.93615238286e-18	2.42909138784e-17
3273.63766821	-2.74070495543e-18	-2.74070495543e-18	2.47822607306e-17
3273.83570243	-2.93417649348e-19	-2.93417649348e-19	2.43224610876e-17
3274.03373666	-2.93410010062e-19	-2.93410010062e-19	2.37926992128e-17
3274.23177088	-2.74049089382e-18	-2.74049089382e-18	2.39200742035e-17
3274.42980511	-2.74041962863e-18	-2.74041962863e-18	2.41451925019e-17
3274.62783933	-2.9356938833e-18	-2.9356938833e-18	2.37050061447e-17
3274.82686373	-3.25994656892e-18	-3.25994656892e-18	2.36407104362e-17
3275.02489795	-2.93554104903e-18	-2.93554104903e-18	2.40220377869e-17
3275.22293218	-2.93546489369e-18	-2.93546489369e-18	2.40330102802e-17
3275.4209664	-2.93538878574e-18	-2.93538878574e-18	2.36570921147e-17
3275.61900063	-2.93531272513e-18	-2.93531272513e-18	2.376097725e-17
3275.81703486	-2.73992165719e-18	-2.73992165719e-18	2.37184716586e-17
3276.01506908	-2.73985074611e-18	-2.73985074611e-18	2.3925126664e-17
3276.2131033	-2.73977987917e-18	-2.73977987917e-18	2.35963871043e-17
3276.41113752	6.94195547815e-19	6.94195547815e-19	2.31467877645e-17
3276.60917175	1.09695967853e-18	1.09695967853e-18	2.32415532341e-17
3276.80720598	1.48752321371e-18	1.48752321371e-18	2.34825298182e-17
3277.0052402	7.06137264736e-18	7.06137264736e-18	2.29927731534e-17
3277.20327443	8.18240112773e-18	8.18240112773e-18	2.41511354196e-17
3277.40130865	8.18219024468e-18	8.18219024468e-18	2.40422432048e-17
3277.59934288	8.18197949299e-18	8.18197949299e-18	2.47648478115e-17
3277.7973771	8.82800713633e-18	8.82800713633e-18	2.52658189063e-17
3277.99541133	8.1815583835e-18	8.1815583835e-18	2.449066556e-17
3278.19344556	8.05101810343e-18	8.05101810343e-18	2.36329536e-17
3278.39147977	7.06010032884e-18	7.06010032884e-18	2.41004632597e-17
3278.589514	2.26222675264e-18	2.26222675264e-18	2.49356163892e-17
3278.78754822	1.48714045405e-18	1.48714045405e-18	2.43349167157e-17
3278.98558245	1.48710230917e-18	1.48710230917e-18	2.4410685732e-17
3279.18361668	1.48706418808e-18	1.48706418808e-18	2.40141737935e-17
3279.3816509	1.09656476708e-18	1.09656476708e-18	2.41275898275e-17
3279.57968513	-2.73858187296e-18	-2.73858187296e-18	2.44221626595e-17
3279.77771935	-3.2578467584e-18	-3.2578467584e-18	2.46285233057e-17
3279.97674375	-2.73844141415e-18	-2.73844141415e-18	2.52362501838e-17
3280.17477797	-2.73837142554e-18	-2.73837142554e-18	2.4602611495e-17
3280.3728122	-3.25759655766e-18	-3.25759655766e-18	2.39245022358e-17
