# wavelength F_lambda
7.290861499999999978e+03 1.890716194576867612e-16
7.296699499999999716e+03 1.825318892195211460e-16
7.302537500000000364e+03 1.417545343069550355e-16
7.308375500000000102e+03 1.851540367214864342e-16
7.314213499999999840e+03 1.629283665136349876e-16
7.320051499999999578e+03 2.005316205016968306e-16
7.325889500000000226e+03 2.054622445651777044e-16
7.331727499999999964e+03 1.946557320420513015e-16
7.337565499999999702e+03 1.693036622356486590e-16
7.343403500000000349e+03 1.791055217366131223e-16
7.349241500000000087e+03 1.792383745836453539e-16
7.355079499999999825e+03 2.042302716936779473e-16
7.360917499999999563e+03 1.984224029650056115e-16
7.366755500000000211e+03 1.569162506428847867e-16
7.372593499999999949e+03 1.625437146264251031e-16
7.378431500000000597e+03 1.913623571911344912e-16
7.384269500000000335e+03 1.893730009720067587e-16
7.390107500000000073e+03 1.759671506354854139e-16
7.395945499999999811e+03 1.772207428669619341e-16
7.401783500000000458e+03 1.636804028479243223e-16
7.407621500000000196e+03 1.903557481812428019e-16
7.413459499999999935e+03 1.680937480791996742e-16
7.419297500000000582e+03 1.640267948160863838e-16
7.425135500000000320e+03 1.754446652868552613e-16
7.430973500000000058e+03 1.883892399681013041e-16
7.436811499999999796e+03 1.902983894992421413e-16
7.442649500000000444e+03 1.727713462071370941e-16
7.448487500000000182e+03 1.962630729393825545e-16
7.454325499999999920e+03 1.733579190688219320e-16
7.460163500000000568e+03 1.799345055843875171e-16
7.466001500000000306e+03 1.924458382451420725e-16
7.471839500000000044e+03 1.963551452601524586e-16
7.477677499999999782e+03 2.012557859310658137e-16
7.483515500000000429e+03 1.715996111442935397e-16
7.489353500000000167e+03 1.610553611367475983e-16
7.495191499999999905e+03 1.737592236599043726e-16
7.501029500000000553e+03 1.812786376772485238e-16
7.506867500000000291e+03 1.351050527846840434e-16
7.512705500000000029e+03 1.406133200688367914e-16
7.518543499999999767e+03 1.681751047811140223e-16
7.524381500000000415e+03 1.956827778994093970e-16
7.530219500000000153e+03 1.509839281773575589e-16
7.536057499999999891e+03 1.207067544041808383e-16
7.541895500000000538e+03 1.801498333744506709e-16
7.547733500000000276e+03 1.745986505882903712e-16
7.553571500000000015e+03 nan
7.559409499999999753e+03 nan
7.565247500000000400e+03 nan
7.571085500000000138e+03 nan
7.576923499999999876e+03 nan
7.582761500000000524e+03 nan
7.588599500000000262e+03 nan
7.594437500000000000e+03 nan
7.600275499999999738e+03 nan
7.606113500000000386e+03 nan
7.611951500000000124e+03 nan
7.617789499999999862e+03 nan
7.623627500000000509e+03 nan
7.629465500000000247e+03 nan
7.635303499999999985e+03 nan
7.641141499999999724e+03 nan
7.646979500000000371e+03 nan
7.652817500000000109e+03 nan
7.658655499999999847e+03 nan
7.664493500000000495e+03 nan
7.670331500000000233e+03 1.403749430894663508e-16
7.676169499999999971e+03 1.435013174405013733e-16
7.682007499999999709e+03 1.417737352431823507e-16
7.687845500000000357e+03 1.570826502569478200e-16
7.693683500000000095e+03 1.452609352445880956e-16
7.699521499999999833e+03 1.639224233134057373e-16
7.705359500000000480e+03 1.436043195623945418e-16
7.711197500000000218e+03 1.777876263810033046e-16
7.717035499999999956e+03 1.482250238981510641e-16
7.722873499999999694e+03 1.660156077322211122e-16
7.728711500000000342e+03 1.779476190255629411e-16
7.734549500000000080e+03 1.723110042573679462e-16
7.740387499999999818e+03 1.348803251490013053e-16
7.746225500000000466e+03 1.570593449607935161e-16
7.752063500000000204e+03 1.550986319648103060e-16
7.757901499999999942e+03 1.399014297998364103e-16
7.763739499999999680e+03 1.616648195551465621e-16
7.769577500000000327e+03 1.643804267916105667e-16
7.775415500000000065e+03 1.630138506006524315e-16
7.781253499999999804e+03 1.319547081160315831e-16
7.787091500000000451e+03 1.616563971132951144e-16
7.792929500000000189e+03 1.731359589553252114e-16
7.798767499999999927e+03 1.073656165785816274e-16
7.804605499999999665e+03 1.371403428145195168e-16
7.810443500000000313e+03 1.630432314007410566e-16
7.816281500000000051e+03 1.668536017368699939e-16
7.822119499999999789e+03 1.356226660986437095e-16
7.827957500000000437e+03 1.397299112207690755e-16
7.833795500000000175e+03 1.735024911689760266e-16
7.839633499999999913e+03 1.539177634088096740e-16
7.845471499999999651e+03 1.718532885980582371e-16
7.851309500000000298e+03 1.477867342646413449e-16
7.857147500000000036e+03 1.664271179761124642e-16
7.862985499999999774e+03 1.355282269462701849e-16
7.868823500000000422e+03 1.709091249315543950e-16
7.874661500000000160e+03 1.605845682842318243e-16
7.880499499999999898e+03 1.753870929351163799e-16
7.886337499999999636e+03 1.418265825509501378e-16
7.892175500000000284e+03 1.466569168407473772e-16
7.898013500000000022e+03 1.524911634787742640e-16
7.903851499999999760e+03 1.744968850153814755e-16
7.909689500000000407e+03 1.339591792522604034e-16
7.915527500000000146e+03 1.173953807270724264e-16
7.921365499999999884e+03 1.860553792769868218e-16
7.927203499999999622e+03 1.642841424672111422e-16
7.933041500000000269e+03 1.336718517024072156e-16
7.938879500000000007e+03 1.201038012967387268e-16
7.944717499999999745e+03 1.717138104228651786e-16
7.950555500000000393e+03 1.523103053657948493e-16
7.956393500000000131e+03 1.495625876553451875e-16
7.962231499999999869e+03 1.608273681707480879e-16
7.968069499999999607e+03 1.360559708988552295e-16
7.973907500000000255e+03 1.249072306180488023e-16
7.979745499999999993e+03 1.457120694152131976e-16
7.985583499999999731e+03 1.273030322061363844e-16
7.991421500000000378e+03 1.759143571558725323e-16
7.997259500000000116e+03 1.393684466165137186e-16
8.003097499999999854e+03 1.389822034033278668e-16
8.008935499999999593e+03 1.612579246599653626e-16
8.014773500000000240e+03 1.519228569777398045e-16
8.020611499999999978e+03 1.230687859853369125e-16
8.026449499999999716e+03 1.527064167349826371e-16
8.032287500000000364e+03 1.214331627940068872e-16
8.038125500000000102e+03 1.367379678441005356e-16
8.043963499999999840e+03 1.114378169808458961e-16
8.049801499999999578e+03 1.296726685484093148e-16
8.055639500000000226e+03 1.315136317893344665e-16
8.061477499999999964e+03 1.513495110637918961e-16
8.067315499999999702e+03 1.471806530808353147e-16
8.073153500000000349e+03 1.440222673075158262e-16
8.078991500000000087e+03 1.465719559684450916e-16
8.084829499999999825e+03 1.109028260335510101e-16
8.090667500000000473e+03 1.410688181655758086e-16
8.096505500000000211e+03 1.285871551368027588e-16
8.102343499999999949e+03 1.490135590595173708e-16
8.108181500000000597e+03 1.407970112938182512e-16
8.114019500000000335e+03 1.227761054606086412e-16
8.119857500000000073e+03 1.391496604539123547e-16
8.125695499999999811e+03 1.486299151839351245e-16
8.131533500000000458e+03 1.253225132034959488e-16
8.137371500000000196e+03 1.430190561855189308e-16
8.143209499999999935e+03 1.238801003612114066e-16
8.149047500000000582e+03 1.226783593748709011e-16
8.154885500000000320e+03 1.188945197114918682e-16
8.160723500000000058e+03 1.202530415134486301e-16
8.166561499999999796e+03 1.286649204735763307e-16
8.172399500000000444e+03 nan
8.178237500000000182e+03 nan
8.184075499999999920e+03 nan
8.189913500000000568e+03 nan
8.195751500000000306e+03 nan
8.201589500000000044e+03 nan
8.207427499999999782e+03 nan
8.213265500000001339e+03 nan
8.219103500000001077e+03 nan
8.224941500000000815e+03 nan
8.230779500000000553e+03 nan
8.236617500000000291e+03 nan
8.242455500000000029e+03 nan
8.248293499999999767e+03 nan
8.254131499999999505e+03 nan
8.259969499999999243e+03 nan
8.265807499999998981e+03 nan
8.271645499999998719e+03 nan
8.277483500000000276e+03 nan
8.283321500000000015e+03 nan
8.289159499999999753e+03 nan
8.294997500000001310e+03 nan
8.300835500000001048e+03 nan
8.306673500000000786e+03 nan
8.312511500000000524e+03 nan
8.318349500000000262e+03 nan
8.324187500000000000e+03 1.191147337521061230e-16
8.330025499999999738e+03 9.882810238868546918e-17
8.335863499999999476e+03 1.258997136374376957e-16
8.341701499999999214e+03 1.292027453402951766e-16
8.347539499999998952e+03 1.401085206132692123e-16
8.353377499999998690e+03 1.339387924145356069e-16
8.359215500000000247e+03 1.449282306626515356e-16
8.365053499999999985e+03 1.201266909288009555e-16
8.370891499999999724e+03 1.133169027448245606e-16
8.376729500000001281e+03 1.362744946378473669e-16
8.382567500000001019e+03 1.358474793965007135e-16
8.388405500000000757e+03 1.416777685138325716e-16
8.394243500000000495e+03 1.553256203204378895e-16
8.400081500000000233e+03 1.378664968373700032e-16
8.405919499999999971e+03 1.089502212747204577e-16
8.411757499999999709e+03 1.039697752148281557e-16
8.417595499999999447e+03 1.184117897964463832e-16
8.423433499999999185e+03 1.346087537204033043e-16
8.429271499999998923e+03 1.277876186461419620e-16
8.435109500000000480e+03 1.498613084224027254e-16
8.440947500000000218e+03 9.749999637067307067e-17
8.446785499999999956e+03 1.077914660189062098e-16
8.452623500000001513e+03 1.088224736227600241e-16
8.458461500000001251e+03 1.239173242943976081e-16
8.464299500000000990e+03 1.457044580966374843e-16
8.470137500000000728e+03 1.569822354086676967e-16
8.475975500000000466e+03 1.249401302010013308e-16
8.481813500000000204e+03 1.423491333857141106e-16
8.487651499999999942e+03 1.454231326040100111e-16
8.493489499999999680e+03 1.325113246073797028e-16
8.499327499999999418e+03 1.495510669894367626e-16
8.505165499999999156e+03 1.300927870812578904e-16
8.511003499999998894e+03 1.331733491724452118e-16
8.516841500000000451e+03 1.303610233318245386e-16
8.522679500000000189e+03 1.479934187751818852e-16
8.528517499999999927e+03 1.361924043908509384e-16
8.534355500000001484e+03 1.358733333956911050e-16
8.540193500000001222e+03 1.127702766061938773e-16
8.546031500000000960e+03 1.286457474045673365e-16
8.551869500000000698e+03 1.363443180923680777e-16
8.557707500000000437e+03 1.218671403737053939e-16
8.563545500000000175e+03 1.225316711534540117e-16
8.569383499999999913e+03 1.174274594446607379e-16
8.575221499999999651e+03 1.314650601256519062e-16
8.581059499999999389e+03 1.498555081924219237e-16
8.586897499999999127e+03 1.236752000762457696e-16
8.592735499999998865e+03 1.280797874015810640e-16
8.598573500000000422e+03 1.295037055592357305e-16
8.604411500000000160e+03 1.381307331645862525e-16
8.610249499999999898e+03 1.333566700516329131e-16
8.616087500000001455e+03 1.221688154459211419e-16
8.621925500000001193e+03 1.173661638995078253e-16
8.627763500000000931e+03 1.245813728851388735e-16
8.633601500000000669e+03 1.239934136749723474e-16
8.639439500000000407e+03 1.151457541628052248e-16
8.645277500000000146e+03 9.979807385635677012e-17
8.651115499999999884e+03 1.083182332356364113e-16
8.656953499999999622e+03 1.189446605259358484e-16
8.662791499999999360e+03 1.116285989432006711e-16
8.668629499999999098e+03 1.171273645685394041e-16
8.674467499999998836e+03 1.441679457150880227e-16
8.680305500000000393e+03 1.139548681529622781e-16
8.686143500000000131e+03 1.316069628399531852e-16
8.691981499999999869e+03 1.123657478569930528e-16
8.697819500000001426e+03 1.263328377304722765e-16
